	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2	Foxp3	Ccr2	Cxcr6	Tcf7	Ccr7	Cxcr5	Mki67	Ccnb2
cell154	23344	4194	KO	A	1.16518163125428	TRUE	0	0.933235358435398	-6.48209575992523	0	0	0.61882829356231	0	0	0	2.16455913435928	2.11413099398378
cell155	15949	3922	KO	A	1.02200764938241	TRUE	0	1.22729368134189	-5.64358476978241	0	0.812705136027872	0.812705136027872	0	0	0	2.73572806602542	2.06648093176789
cell156	15796	3944	KO	A	0.987591795391238	TRUE	0	1.7052170745914	-3.89355377536712	0	0	0	0.490462697723728	0	0	2.15139701618538	0.818079411896209
cell157	22194	4230	WT	A	0.603766783815446	TRUE	0	0.242803525168186	-6.21267608982025	0	0.64245604876026	0.371958117705666	0.64245604876026	0.371958117705666	0	1.92533404075875	1.70578796361735
cell158	20250	4043	KO	A	1.05679012345679	TRUE	0	1.94541282578159	-5.45798878055511	0	0	0.908855753386637	0.401341390924302	0	0	0.686955210312024	0.908855753386637
cell159	17791	3711	KO	A	1.12416390309707	TRUE	0	0.31942005081821	-6.49911121707855	0	2.18257866111209	1.89021915616705	0	0	0	1.3377367313197	1.80150145559632
cell160	21204	3888	KO	A	0.853612525938502	TRUE	0	2.72257680817295	-6.10975937229095	0	0.386356448600507	0	0	1.34277466391253	0	1.657176509267	2.14543362529486
cell161	17217	3866	KO	A	0.726026601614683	TRUE	0	0.788121413428073	-5.59074453693328	0	1.62250199824795	0.770868378344293	0	0	0	1.91812965002421	1.73104832549868
cell162	29554	4440	KO	A	0.717330987345199	TRUE	0	3.40861864014316	-5.4518032489389	0	0	0.990216937879195	0	0	0	1.2144811120352	1.31019847990121
cell163	31129	4887	KO	A	1.05689228693501	TRUE	0	3.27287549896884	-5.65425209384857	0	0.826355269297085	1.07413622452916	0	0	0	1.81480873215793	1.4380417109104
cell164	32399	4947	KO	A	0.814839964196426	TRUE	0	1.93093366547275	-6.81810860019622	0	1.32915864198577	1.24392748249842	0	0	0	2.32820849642874	2.01245757064966
cell165	32551	4997	KO	A	0.540689994163006	TRUE	0	3.57885427399326	-5.47865204196868	0	0.267895266356979	0.653174133846484	0	0	0	2.00840390739512	1.4041593868806
cell166	20710	4211	KO	A	0.478029937228392	TRUE	0	0.771352957922702	-6.36515621524749	0	1.67629749446388	1.84236445338997	0	0	0	1.84236445338997	1.76277429930554
cell167	20281	4155	KO	A	0.724816330555693	TRUE	0	0.253190468985324	-7.20286945682464	0	1.24281700484476	1.93396306667452	0	0	0	1.24281700484476	2.18483225756207
cell168	13988	3515	WT	A	1.25822133257077	TRUE	0	0.739433716971164	-4.45466379505096	0	0	0	0.887807701940166	1.35056198044591	0	2.72772011948212	0
cell169	16940	3314	KO	A	0.944510035419126	TRUE	0	0.39641184731174	-6.65409759860931	0	1.93198329352362	1.63554053633674	0	0	0	1.21232039262598	1.93198329352362
cell170	15963	3400	KO	A	0.720415961911921	TRUE	0	0.582661580282932	-6.54778198581634	0	1.55997283535263	1.41882043448515	0	0	0	1.41882043448515	2.06571466875165
cell171	22934	4387	KO	A	1.20345338798291	TRUE	0	1.94323987885166	-5.44741300922332	0	0	0	0.361885033179695	0.627043527215784	0.361885033179695	2.07650490643568	1.59418305166397
cell172	17919	3649	KO	A	0.909648975947319	TRUE	0	1.86759204788852	-5.77982143741546	0	1.17318388031677	0.983650483057651	0	1.17318388031677	0	1.33245421627266	0.983650483057651
cell173	22461	4323	KO	A	0.783580428297939	TRUE	0	0.00935954971957731	-7.13505844455658	0	1.77450779056057	1.69601214003154	0	0	0	1.17126801417268	2.41947630942374
cell174	24825	4438	KO	A	0.789526686807654	TRUE	0	3.27279872818637	-5.05284647327362	0	0	0.59091480955996	0.338484309734633	0.338484309734633	0	0.59091480955996	0.59091480955996
cell175	13615	3275	KO	A	1.55710613294161	TRUE	0	0.277063082892185	-6.12771896701751	0	1.16422900175946	0.550709977222358	0	0	0	1.68767668319165	1.68767668319165
cell176	16693	3730	KO	A	1.29395555023064	TRUE	0	3.16320485993076	-6.13558678012786	0	0.787596531300085	0.469411888875147	0	0	0	2.10274806552285	1.75655154113436
cell177	12003	3105	KO	A	0.824793801549613	TRUE	0	-0.0275466926510282	-6.22448353153167	0	0.606022189154796	0.980673029862262	1.25258442576069	0	0	2.13984560607325	2.13984560607325
cell178	28547	4896	KO	A	1.0649104984762	TRUE	0	1.51740140839267	-6.74498276096283	0	0.300326424197706	0.718277998701355	0	0	0	2.08019002668927	2.20352564383163
cell179	13689	3680	WT	A	0.847395719190591	TRUE	0	2.30177707596469	-4.37518553119598	0	1.53741927259467	1.36661554820529	0.548418214762615	0	0	1.68326094371113	0
cell180	12968	3020	KO	A	0.53979025293029	TRUE	0	0.489939641196018	-5.96024469715057	0	1.19797086816978	2.24943937448926	0.571617158385388	0	0	1.72753620444448	1.9697705634872
cell181	10429	2558	KO	A	0.824623645603605	TRUE	0	1.11516351624179	-5.71524910312591	0	0	1.07080571392289	1.07080571392289	0	0	1.35495696209938	1.35495696209938
cell182	24509	4180	KO	A	0.697702884654617	TRUE	0	1.79319257660556	-6.92159656864105	0	0.342179762547894	0.342179762547894	0.342179762547894	0	0	1.23781764053311	1.70259071426727
cell183	30932	4805	KO	A	0.762963920858658	TRUE	0	2.96097345276523	-5.59926370960174	0	0	0	0.28012090647772	0	0	1.44288685771417	1.51648625779849
cell184	20638	4196	KO	A	0.886713828859386	TRUE	0	0.467517565924411	-6.42154697757659	0	1.67912957385462	1.76566028917937	0	0	0	3.08353031975065	1.36283596573467
cell185	16412	3291	KO	A	0.706799902510358	TRUE	0	3.49132461472202	-5.75632337909637	0	0	1.66111378047479	0	0	0	1.23466912725005	1.53812697732147
cell186	14620	3285	WT	A	1.50478796169631	TRUE	0	0.183960627753025	-6.48322872501312	0	1.86747841588137	2.05923185480196	0	0	0	1.63001811347138	1.86747841588137
cell187	34131	4942	KO	A	1.01667106149834	TRUE	0	3.25419683380771	-5.69028953891693	0	0	0.775627736167142	0	0	0	1.29113139733997	1.29113139733997
cell188	12611	3396	KO	A	1.68900166521291	TRUE	0	0.0461930744235568	-6.14141945224701	0	0.583867064555705	0.950080205797364	0	0	0	1.99383847612012	2.18936995290179
cell189	35152	5226	KO	A	0.890418752844788	TRUE	0	2.9175874702518	-5.52359585147796	0	0	0.250353060028149	0	0	0	2.05764215659959	0.617041485845748
cell190	12494	3104	KO	A	0.74435729149992	TRUE	0	0.943883370596653	-5.2038898883432	0	0.588000077910452	0.588000077910452	0.588000077910452	0	0	2.10455573120839	0.588000077910452
cell191	23634	4232	KO	A	1.13819074215114	TRUE	0	1.78981943054843	-6.33549312930999	0.819496842116947	0.352851106883734	0.613150309753009	0	1.8718867971682	0	1.6546392348851	1.73241836652634
cell192	28072	4712	KO	A	0.723140495867769	TRUE	0	1.33559532089878	-6.2264728961557	0	0	0.537927248750713	0	0	0	1.59300264994819	1.84741532460739
cell193	18995	3785	KO	A	1.58989207686233	TRUE	0	1.92312927170444	-4.77302936893402	0	0	0	0.422947614688815	0	0	1.74712622297779	1.28985825156393
cell194	25277	4623	KO	A	1.03651540926534	TRUE	0	2.12859554215122	-6.70045856815277	0	0	0.582904285932412	0	0	0	2.0944653952244	1.67742963676671
cell195	34000	5184	KO	A	0.917647058823529	TRUE	0	2.14358014984775	-6.77599148136077	0	0.63252255874351	1.44345277495984	0	0	0	2.08676758177191	1.92896059074154
cell196	17095	3941	WT	A	1.12898508335771	TRUE	0	1.05181713028598	-5.26850227695404	0	0	0	1.01338081518352	0	0	2.21806469480195	2.08188809308184
cell197	8407	2399	KO	A	0.868324015701201	TRUE	0	-0.514850188058133	-6.24661640506683	0	1.75057973921096	2.09641046642033	0	0	0	1.93837105351172	1.51917504249408
cell198	12247	2998	KO	A	0.832857026210501	TRUE	0	-0.0498226173336453	-6.95399765354095	0	1.45070146388945	1.23825233632583	0	0	0	2.01918875302749	2.01918875302749
cell199	21515	4188	KO	A	0.934231931210783	TRUE	0	2.70229072495151	-4.88019804340301	0	0.657304441423431	1.64540874470936	0	0.38171325667451	0	1.44775252698136	1.05053068122157
cell200	17427	3685	WT	A	1.13042979285017	TRUE	0	0.969690989691501	-5.89993051868377	0	0.453507201986066	0.76437164141307	0.453507201986066	0	0	1.72108265194731	1.81879081944946
cell201	17642	3927	WT	A	1.08264369119147	TRUE	0	1.49066181107212	-4.82648662906585	0	0	0.993432302297452	0.757838025431797	0	0.44905393234526	1.89736369172476	0.44905393234526
cell202	16206	3777	KO	A	0.900900900900901	TRUE	0	2.08029432221103	-5.45315985065399	0	0	1.6713582367772	0.48060684814386	0	0	1.04772811574663	1.40738954923846
cell203	18732	4058	WT	A	1.06769165065129	TRUE	0	0.925468634802585	-5.64341310840545	0	1.1427514317794	1.1427514317794	0	0	0	2.50231772121364	1.66217581736418
cell204	30611	4919	KO	A	0.728496292182549	TRUE	0	1.37934179230381	-6.46082977634368	0	0	0.683116973268561	0	0	0	2.31718190392656	1.92865340856865
cell205	13605	3821	KO	A	1.49944873208379	TRUE	0	0.381293009955173	-6.25638489108978	0	1.81566595467942	1.81566595467942	0	0	0	3.03714505273279	2.12229014716776
cell206	33160	4895	KO	A	0.600120627261761	TRUE	0	3.22139139099765	-5.96196798664032	0	0	1.13493685074605	0	0	0	1.39020708243973	1.39020708243973
cell207	27793	4353	KO	A	0.593674666282877	TRUE	0	1.31792373581577	-7.27761940341888	0	1.15019758038239	1.67102845566461	0	0	0	1.2580688094082	1.73649985704968
cell208	15551	3428	WT	A	0.887402739373674	TRUE	0	-0.164338160317654	-6.11476425510345	0	1.0747076321226	0.826843340009643	0	0	0	1.27317657248459	1.81553519111707
cell209	24376	4331	KO	A	0.455365933705284	TRUE	0	2.16820020600009	-5.36694292407928	0	0	0	1.70704279903129	1.90855744488031	0	0.802323838360929	1.24168395929091
cell210	20479	4382	KO	A	1.68465257092631	TRUE	0	1.85417432709384	-5.97342256885467	0	0	0.681383350262585	0.681383350262585	0	0	2.23014198141565	1.23591482225084
cell211	38918	5549	KO	A	0.95842540726656	TRUE	0	3.02800960465122	-5.55732206684051	0	0	0.57146052355006	0.414689778151047	0	0	1.93294963188118	1.57985618994428
cell212	19114	3949	WT	A	1.57476195458826	TRUE	0	1.25350208206821	-6.12652305942474	0	0.716059408326469	0.943723075696867	0.943723075696867	0.420798107298481	0	2.48379864543457	1.82965996688777
cell213	8374	2564	KO	A	3.28397420587533	TRUE	0	1.94164199753452	-4.77034668308197	0	0	1.52224847933896	0.785804954252323	0	0	2.35644614113851	0.785804954252323
cell214	43181	5361	KO	A	0.660012505500104	TRUE	0	3.85247392578769	-5.49686579090057	0	0.208300606011411	0.769143254559438	0	0	0	1.6425825177474	1.80744142470726
cell215	32178	4809	KO	A	1.23376219777488	TRUE	0	2.28700561447788	-6.64991573673187	0	0.27061576886073	1.15543340118023	0	0	0	1.97622132963757	1.61741150823471
cell216	34478	4892	KO	A	0.757004466616393	TRUE	0	3.33478326721836	-5.68877271991668	0	0.457475510975085	0.457475510975085	0.457475510975085	0	0	1.10865508345251	1.43280580735368
cell217	22758	4335	KO	A	0.887599964847526	TRUE	0	0.497454594809299	-6.53948788028656	0	0.364230475125371	0.630639580443399	0	0	0	1.29100395438662	1.83623415706253
cell218	10921	3110	KO	A	1.36434392454903	TRUE	0	0.354393910605197	-5.47051576953826	0	1.87087904028582	2.69022602011465	0	0	0	2.48390654664058	1.53958787092964
cell219	33510	5058	KO	A	0.922112802148612	TRUE	0	2.187502097327	-6.67924217563568	0	0	1.38233247965278	0	0	0	1.94138100099516	1.45456081743362
cell220	21629	4111	KO	A	0.72125387211614	TRUE	0	0.763348292547946	-6.41878799777923	0.380039414451758	0.380039414451758	1.44371280865011	0.380039414451758	0.380039414451758	0	2.23239436824709	1.87917595573922
cell221	11450	2960	WT	A	1.56331877729258	TRUE	0	0.0394677631442599	-6.0549059329599	0	1.0104092531462	2.18157633627158	0	0	0	2.07780264483663	1.96199960504781
cell222	10893	2909	KO	A	1.17506655650418	TRUE	0	0.085967253882175	-6.2491665301889	0	1.04240923992313	0	0	0	0	1.32283851815651	1.32283851815651
cell223	24490	4596	KO	A	0.873826051449571	TRUE	0	3.39308423920322	-4.85316233020721	0	0.342404555984673	0.96824530205821	0	0	0	1.45082650208194	0.96824530205821
cell224	15279	3484	KO	A	0.968649780744813	TRUE	0	0.0565611831729464	-6.08695320468841	0.503494674963657	2.10406391352001	1.83033009303936	0	0	0	2.31874416229005	1.59472187487762
cell225	14449	3816	KO	A	1.56412208457333	TRUE	0	0.451777409750705	-7.1870966373056	0	1.765522593846	1.32663927572594	0	0.525964107277486	0	2.069504100909	2.15327078541428
cell226	13362	3137	KO	A	1.04026343361772	TRUE	0	0.310161542135959	-6.59056476932464	0	2.045822532189	1.94406955269629	0	0	0	0.558695913230219	1.83077771253642
cell227	28775	5381	KO	A	1.17115551694179	FALSE	0	2.34868688507724	-5.8743639407724	0	0	0.714209639818187	0.527710931901229	0.298268754454656	0	1.76905951231999	1.23333758168951
cell228	36430	5072	WT	A	0.584682953609662	TRUE	0	2.55735320969272	-4.72813419681488	1.39115488754669	0	0.437608320960576	0	0	0	1.39115488754669	1.78187455850597
cell229	29225	4895	KO	A	1.18391787852866	TRUE	0	1.46384401245761	-7.22729114871917	0	1.11613676201809	1.222365491311	0	0	0	1.96838572056081	2.05967954657783
cell230	13014	3537	KO	A	1.42154602735516	TRUE	0	-0.141298580926175	-5.9767203746408	0	1.57733122285326	1.195499943026	0	1.72462550250993	0	2.52781038561622	1.57733122285326
cell231	13581	3135	KO	A	0.971946101170753	TRUE	0	1.3622166626041	-5.62745575290618	0	0	0	0	0	0	1.68971508311198	1.16594951843692
cell232	16544	3729	KO	A	1.08196324951644	TRUE	0	1.62257070465732	-4.68952755313812	0	0	1.22899559781127	1.22899559781127	0	0	1.03437460342683	0.47278023512207
cell233	28260	4562	KO	A	0.97310686482661	TRUE	0	3.54876251145053	-5.30012993198333	0	0.535155682940504	0.723468374274907	0	0	0	1.89637660886269	1.01858923952589
cell234	15990	3743	KO	A	1.06941838649156	TRUE	0	1.15998811646152	-5.75372795444427	0	1.55863822583583	1.8913812231933	0	0	0	1.55863822583583	1.05646045470597
cell235	9240	2730	KO	A	1.73160173160173	FALSE	0	0.842861127096897	-5.57416061740814	1.44615474904357	1.44615474904357	0	0	0	0	2.01403684465442	1.15199574922798
cell236	22819	4013	KO	A	1.35413471230115	TRUE	0	3.27580280228305	-5.85188631397186	0	0	1.28906398140207	0	0	0	1.50537663858148	1.01266405322222
cell237	10637	2954	KO	A	1.77681677164614	TRUE	0	2.05504054947544	-4.62846712451873	0	1.34034049237831	0	0	0.662747091942459	0	0.662747091942459	0
cell238	35865	4963	KO	A	0.69148194618709	TRUE	0	3.23971862717319	-6.04232315402923	0	0.983179062191957	1.46922835839432	0	0.245940409383221	0	1.33189985609846	1.25544801441174
cell239	8995	2964	KO	A	1.41189549749861	TRUE	0	2.09542150421787	-4.58695701938568	0	0	1.88078382714939	0	0	0	2.66310477651808	0.747506919237092
cell240	19553	4236	WT	A	1.42689101416662	TRUE	0	0.296034526068454	-6.45933346134124	0	1.26896032453071	0.929914076503228	0	0	0	2.27153994145155	2.03452211771116
cell241	41585	5486	KO	A	1.03643140555489	TRUE	0	3.19126815720249	-6.3278551517099	0	0	0.893156361128923	0.215491407231688	0	0	2.19003811481937	1.52759204905123
cell242	18199	4027	KO	A	0.780262651794055	TRUE	0	2.42374582215	-5.08572391849456	0	0.437919868804134	0.741442689741138	0	0	0	2.02732802789911	0.741442689741138
cell243	19540	4025	KO	A	0.941658137154555	TRUE	0	1.53742618485141	-5.64211563449798	0	1.11418470897299	1.52222180619818	0	0	0	2.21793437771391	1.11418470897299
cell244	14723	3537	KO	A	1.0731508524078	TRUE	0	0.386519860464817	-5.85705475192962	0	1.9619078721308	1.11107701379225	0	0	0	2.47379096585553	1.48070572831554
cell245	27532	4532	KO	A	0.777277349992736	TRUE	0	1.92041273041416	-6.75795750003753	0	1.26483156474837	1.26483156474837	0	0	0	2.11194192330395	1.53301834896421
cell246	10256	2890	WT	A	1.33580343213729	TRUE	0	-0.294087458413357	-5.90106253009735	0	1.36739616089966	1.08183161173779	0	0	0	1.92428281364105	1.08183161173779
cell247	20887	4102	KO	A	0.847417053669747	TRUE	0	1.60817165299106	-5.98270277362762	0	0.890480532311969	0	0	0	0	2.10187556347911	1.4704900207813
cell248	5190	2065	WT	A	3.83429672447013	TRUE	0	0.0188014022891574	-5.97617344242034	0	0	0	0	0	0	2.36404808027361	1.07390361942988
cell249	16408	3742	KO	A	1.34080936128718	TRUE	0	1.52035970612217	-4.94250254016815	0	0	0.475897973780812	1.23484197164666	0	0	1.53831838196236	1.39804851038265
cell250	15539	3379	KO	A	1.26777784928245	TRUE	0	1.58049220963169	-5.64458612781463	0	0.496853702765433	0	0	0.827277692215973	0	2.08926347446441	0.827277692215973
cell251	14687	3586	KO	A	1.40940968203173	TRUE	0	0.453401517111545	-5.90633110385833	0	0.859402228216625	1.31466327244717	0	0	0	2.53169975154922	1.75199935822583
cell252	19690	4112	KO	B	1.11223971559167	TRUE	0	1.52889699860263	-6.1606655536264	0	0	0.410699396124634	0.925692812963195	0.410699396124634	0	1.51624838747888	1.26394594279939
cell253	28250	4648	KO	B	0.8	TRUE	0	1.90438671036411	-6.07075600009857	0	1.34334990929015	1.34334990929015	0	0	0	2.56766859775029	1.13908023822096
cell254	12817	3221	KO	B	1.57603183272217	TRUE	0	2.13634271546054	-5.11414961200653	0	0	0	0	0	0	1.97985739792246	0.940174259058076
cell255	8836	2824	KO	B	1.68628338614758	TRUE	0	1.44195909424472	-5.20865301471649	0	0	0	0	0	0	2.18853545977238	1.70963346024874
cell256	14119	3429	KO	B	1.23946455131383	TRUE	0	2.4253007881229	-5.58349756580291	0	0	1.34366391764699	0	0	0	1.65815050166357	0.535478503602316
cell257	26572	4319	KO	B	1.29459581514376	TRUE	0	4.18086452408481	-4.78449920993743	0	0.319424890499185	0.918426038921485	0	0	0	1.56095328640927	0.755656133355259
cell258	3214	1445	KO	B	0.684505289359054	TRUE	0	0.667846869665866	-6.46820072513519	0	0	0	0	0	0	2.59864824950816	1.41376060629237
cell259	15034	3473	WT	B	1.36357589463882	TRUE	0	-0.0422006137783475	-6.39116482120452	0	0.509920598150555	1.46459590730639	0.509920598150555	0	0	1.73273687375637	1.73273687375637
cell260	17683	3678	KO	B	1.08013346151671	TRUE	0	3.99455947800327	-4.64167885166107	0	0	0.448214780306668	0	0	0	1.34223131448388	0.756605338300385
cell261	7791	2607	KO	B	2.34886407393146	TRUE	0	1.68315286560703	-5.77225117069183	0	1.27174300592524	1.57910175768955	0	0	0	2.16346022142362	1.57910175768955
cell262	17392	3888	KO	B	0.885464581416743	TRUE	0	0.914697360235935	-6.98681454044281	0	0	1.35451598613266	0	0	0	2.06682782355128	1.35451598613266
cell263	22269	3995	KO	B	0.700525394045534	TRUE	0	2.3038146011417	-6.48642258029876	0	0.640858380055072	1.02826813285441	0.370911440245954	0	0	1.02826813285441	1.42151264696946
cell264	13124	3497	KO	B	1.8515696434014	TRUE	0	0.303953599173313	-5.14730457645355	0	0.566428424121374	0	0.925815480072598	0.566428424121374	0	3.1721566631224	0.925815480072598
cell265	15839	3686	KO	B	1.4584254056443	TRUE	0	0.0666119567935519	-6.00506405216156	0	1.25999729690402	0	0.489409725394863	0	0	2.40709355057069	2.34854218512072
cell266	15138	3579	KO	B	1.20227242700489	FALSE	0	1.07496948166538	-5.83533815723358	0	1.60211828392297	0	0	0	0	2.55649886168834	1.45929995738875
cell267	18070	3920	KO	B	1.09573879358052	TRUE	0	0.440790366369968	-6.20810131412445	0	0	0.440448285769654	0.440448285769654	0	0	2.73361977595171	1.16739607477982
cell268	13220	3103	KO	B	0.83963691376702	TRUE	0	0.360570620733982	-7.32229999881683	0	1.56488987236393	0.563283141846205	0	0	0	1.56488987236393	1.95323145652105
cell269	13591	3167	KO	B	1.03745125450666	TRUE	0	1.81464452667881	-6.11569790225921	0	2.03104264449166	1.5430641419255	0	0	0	2.3575611715821	1.5430641419255
cell270	15744	3585	KO	B	1.21316056910569	TRUE	0	1.11620588226963	-5.66842226367889	0	0	1.57089989302168	0	0	0	2.74783100336337	1.06660129527006
cell271	19386	3944	KO	B	0.675745383266275	TRUE	0	3.3029429428165	-5.36475042682586	0	0	0	0.935115827148146	0	0	2.10677777706837	0.935115827148146
cell272	14724	3655	KO	B	1.15457756044553	TRUE	0	1.48899049683261	-5.02814678531585	0	0.857952275012787	0.857952275012787	1.11103145476835	0	0	1.62432251016154	0.518295616280252
cell273	21995	4085	KO	B	0.69561263923619	TRUE	0	2.68963880463291	-5.73340610843597	0	0.860332405311513	0.860332405311513	0	0	0	1.43091907294537	1.03623858183112
cell274	14256	3435	KO	B	1.10830527497194	TRUE	0	1.71613473816562	-4.56484798770843	0	0	0.876683861118874	0.531486138731508	0	0	2.0812636740783	0.531486138731508
cell275	20035	4032	KO	B	0.81856750686299	TRUE	0	0.251703213888889	-7.00307468753753	0	0	1.09744698139457	0	0	0	1.38498329491055	2.19567053234468
cell276	18628	3693	KO	B	0.84818552716341	TRUE	0	3.09918947144199	-5.44295744281707	0	0	1.44006204497542	0	0	0	1.44006204497542	0.729311576984541
cell277	14770	3551	KO	B	1.03588354773189	TRUE	0	2.47768325730014	-5.74231771808563	0	1.31054450225234	0.51703514695798	0	0	0	1.31054450225234	1.47824443665154
cell278	20538	4214	KO	B	0.81799591002045	TRUE	0	3.03019876404453	-5.08900122028289	0	0	1.92320108606272	0	0	0	2.17366445315507	0.396694980985217
cell279	15492	3520	KO	B	0.935966950684224	TRUE	0	0.793989371496921	-6.31033043247161	0	1.27591510456597	1.44160423612474	0	0	0	1.91831135900454	1.70809904266106
cell280	13575	3466	KO	B	1.37753222836096	TRUE	0	0.699306201178318	-5.57661012988983	0	1.16625372558609	1.16625372558609	0	0	0	2.12423354582547	1.37285267553964
cell281	18411	4018	KO	B	0.814730324262669	TRUE	0	1.83919639511753	-5.4366984782785	0.433828082045197	0	0	0	0	0	1.56904808421635	0.433828082045197
cell282	19980	4423	KO	B	1.31631631631632	TRUE	0	2.58670730515171	-4.66629604679046	0	0.693647555851847	0.405798719454044	1.25347771371913	0	0	2.25218703024163	0.405798719454044
